report_year,agency_code,agency_jurisdiction,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
1978,NJNPD00,"Newark, NJ",325679,6843,109,315,2737,3682,12,2101.15,33.47,96.72,840.4,1130.56
1978,CA00109,"Oakland, CA",327756,5374,97,351,2152,2774,12,1639.63,29.6,107.09,656.59,846.36
1978,OK05506,"Oklahoma City, OK",381184,3607,67,314,2203,1023,12,946.26,17.58,82.37,577.94,268.37
1978,NB02802,"Omaha, NE",364446,1856,24,162,792,878,12,509.27,6.59,44.45,217.32,240.91
1978,FL04804,"Orlando, FL",118393,1620,13,107,1090,410,12,1368.32,10.98,90.38,920.66,346.3
1978,PAPEP00,"Philadelphia, PA",1885533,12369,352,724,4224,7069,12,655.99,18.67,38.4,224.02,374.91
1978,AZ00723,"Phoenix, AZ",696763,5401,88,463,2819,2031,12,775.16,12.63,66.45,404.59,291.49
1978,PAPPD00,"Pittsburgh, PA",479443,4818,66,231,1475,3046,12,1004.92,13.77,48.18,307.65,635.32
1978,OR02602,"Portland, OR",362497,4017,34,371,1838,1774,12,1108.15,9.38,102.35,507.04,489.38
1978,MD01721,"Prince George's County, MD",554087,3967,36,316,1617,1998,12,715.95,6.5,57.03,291.83,360.59
1978,NC09201,"Raleigh, NC",150124,645,12,48,412,173,12,429.64,7.99,31.97,274.44,115.24
1978,CA03404,"Sacramento, CA",261465,3198,61,218,1337,1582,12,1223.11,23.33,83.38,511.35,605.05
1978,UT01803,"Salt Lake City, UT",185000,1062,21,131,459,451,12,574.05,11.35,70.81,248.11,243.78
1978,TXSPD00,"San Antonio, TX",816780,3446,136,304,1568,1438,12,421.9,16.65,37.22,191.97,176.06
1978,CA03711,"San Diego, CA",797293,4520,68,316,1606,2530,12,566.92,8.53,39.63,201.43,317.32
1978,CA03801,"San Francisco, CA",658611,10509,118,583,3299,6509,12,1595.63,17.92,88.52,500.9,988.29
1978,CA04313,"San Jose, CA",587621,2755,44,367,1189,1155,12,468.84,7.49,62.46,202.34,196.56
1978,WASPD00,"Seattle, WA",489961,4900,54,360,2229,2257,12,1000.08,11.02,73.48,454.93,460.65
1978,MOSPD00,"St. Louis, MO",525123,10095,210,497,4363,5025,12,1922.41,39.99,94.64,830.85,956.92
1978,NY05101,"Suffolk County, NY",1157014,2523,21,142,1255,1105,12,218.06,1.82,12.27,108.47,95.5
1978,FL02902,"Tampa, FL",263175,3510,41,253,2136,1080,12,1333.71,15.58,96.13,811.63,410.37
1978,AZ01003,"Tucson, AZ",309200,1654,26,155,889,584,12,534.93,8.41,50.13,287.52,188.87
1978,OK07205,"Tulsa, OK",356000,2160,45,193,1313,609,12,606.74,12.64,54.21,368.82,171.07
1978,VA12800,"Virginia Beach, VA",240654,465,3,67,225,170,12,193.22,1.25,27.84,93.5,70.64
1978,DCMPD00,"Washington, DC",674000,9515,189,447,2546,6333,12,1411.72,28.04,66.32,377.74,939.61
1978,KS08703,"Wichita, KS",260642,1231,25,133,531,542,12,472.3,9.59,51.03,203.73,207.95
1978,,United States,,1085550,19560,,,,,497.8,9,,,
1979,NM00101,"Albuquerque, NM",302120,2679,47,215,1602,815,12,886.73,15.56,71.16,530.25,269.76
1979,TX22001,"Arlington, TX",130265,626,11,52,373,190,12,480.56,8.44,39.92,286.34,145.86
1979,GAAPD00,"Atlanta, GA",423103,10715,231,656,4639,5189,12,2532.48,54.6,155.04,1096.42,1226.42
1979,CO00101,"Aurora, CO",134224,1033,9,78,595,351,12,769.61,6.71,58.11,443.29,261.5
1979,TX22701,"Austin, TX",337727,1495,43,216,659,577,12,442.67,12.73,63.96,195.13,170.85
1979,MD00301,"Baltimore County, MD",639872,5041,21,182,3782,1056,12,787.81,3.28,28.44,591.06,165.03
1979,MDBPD00,"Baltimore, MD",790901,15523,245,564,6232,8482,12,1962.7,30.98,71.31,787.96,1072.45
1979,MA01301,"Boston, MA",599582,11392,92,464,4236,6600,12,1899.99,15.34,77.39,706.49,1100.77
1979,NY01401,"Buffalo, NY",383915,3857,52,265,1582,1958,12,1004.65,13.54,69.03,412.07,510.01
1979,NC06001,"Charlotte, NC",300569,2485,50,115,1617,703,12,826.77,16.64,38.26,537.98,233.89
1979,ILCPD00,"Chicago, IL",3060801,27807,856,1655,10832,14464,12,908.49,27.97,54.07,353.89,472.56
1979,OHCIP00,"Cincinnati, OH",404661,3808,50,282,1814,1662,12,941.03,12.36,69.69,448.28,410.71
1979,OHCLP00,"Cleveland, OH",601381,9736,274,612,3090,5760,12,1618.94,45.56,101.77,513.82,957.8
1979,OHCOP00,"Columbus, OH",534052,4242,69,423,1305,2445,12,794.3,12.92,79.21,244.36,457.82
1979,TXDPD00,"Dallas, TX",882225,11453,307,983,5707,4456,12,1298.19,34.8,111.42,646.89,505.09
1979,CODPD00,"Denver, CO",486407,5118,66,626,2169,2257,12,1052.21,13.57,128.7,445.92,464.01
1979,MI82349,"Detroit, MI",1258924,21021,452,1369,7787,11413,12,1669.76,35.9,108.74,618.54,906.57
1979,TX07102,"El Paso, TX",413244,2245,33,175,1224,813,12,543.26,7.99,42.35,296.19,196.74
1979,VA02901,"Fairfax County, VA",519384,882,11,124,282,465,12,169.82,2.12,23.87,54.3,89.53
1979,TX22012,"Fort Worth, TX",384582,3799,99,345,1572,1783,12,987.83,25.74,89.71,408.76,463.62
1979,CA01005,"Fresno, CA",194849,1976,43,148,776,1009,12,1014.12,22.07,75.96,398.26,517.84
1979,HI00200,"Honolulu, HI",734368,2196,48,223,357,1568,12,299.03,6.54,30.37,48.61,213.52
1979,TXHPD00,"Houston, TX",1619644,14216,654,1481,2770,9311,12,877.72,40.38,91.44,171.03,574.88
1979,INIPD00,"Indianapolis, IN",513877,4178,92,439,1594,2053,12,813.04,17.9,85.43,310.19,399.51
1979,FL01602,"Jacksonville, FL",546419,4903,73,372,2903,1555,12,897.3,13.36,68.08,531.28,284.58
1979,MOKPD00,"Kansas City, MO",462914,5942,119,436,2736,2651,12,1283.61,25.71,94.19,591.04,572.68
1979,NV00201,"Las Vegas, NV",324220,3210,75,198,1046,1891,12,990.07,23.13,61.07,322.62,583.25
1979,CA01941,"Long Beach, CA",349158,3990,61,278,1373,2278,12,1142.75,17.47,79.62,393.23,652.43
1979,CA01900,"Los Angeles County, CA",911864,11529,201,694,7141,3493,12,1264.33,22.04,76.11,783.12,383.06
1979,CA01942,"Los Angeles, CA",2863412,43372,786,2508,19624,20454,12,1514.7,27.45,87.59,685.34,714.32
1979,KY05680,"Louisville, KY",,,,,,,,,,,,
1979,TNMPD00,"Memphis, TN",682110,5785,103,704,1678,3300,12,848.1,15.1,103.21,246,483.79
1979,AZ00717,"Mesa, AZ",115498,755,2,53,547,153,12,653.69,1.73,45.89,473.6,132.47
1979,FL01300,"Miami-Dade County, FL",677573,9508,129,428,5719,3232,12,1403.24,19.04,63.17,844.04,477
1979,FL01306,"Miami, FL",362840,6825,134,261,3040,3390,12,1880.99,36.93,71.93,837.83,934.3
1979,WIMPD00,"Milwaukee, WI",645097,3039,63,283,1101,1592,12,471.09,9.77,43.87,170.67,246.78
1979,MN02711,"Minneapolis, MN",363899,3899,30,327,1554,1988,12,1071.45,8.24,89.86,427.04,546.31
1979,MD01604,"Montgomery County, MD",522756,1241,17,130,534,560,12,237.4,3.25,24.87,102.15,107.12
1979,TN01901,"Nashville, TN",444443,3251,89,266,1180,1716,12,731.48,20.03,59.85,265.5,386.1
1979,NY02900,"Nassau County, NY",1105718,1257,20,39,425,773,12,113.68,1.81,3.53,38.44,69.91
1979,LANPD00,"New Orleans, LA",567656,8894,242,423,2953,5276,12,1566.79,42.63,74.52,520.21,929.44
1979,NY03030,"New York City, NY",7109420,132383,1733,3875,44203,82572,12,1862.08,24.38,54.51,621.75,1161.44
1979,NJNPD00,"Newark, NJ",315818,9647,129,417,3001,6100,12,3054.61,40.85,132.04,950.23,1931.49
1979,CA00109,"Oakland, CA",344686,6064,106,373,2513,3072,12,1759.28,30.75,108.21,729.07,891.25
1979,OK05506,"Oklahoma City, OK",381348,3812,83,311,2230,1188,12,999.61,21.76,81.55,584.77,311.53
1979,NB02802,"Omaha, NE",370326,2017,40,193,830,954,12,544.66,10.8,52.12,224.13,257.61
1979,FL04804,"Orlando, FL",121515,1726,17,133,1080,496,12,1420.4,13.99,109.45,888.78,408.18
1979,PAPEP00,"Philadelphia, PA",1757368,14537,385,838,4476,8838,12,827.2,21.91,47.68,254.7,502.91
1979,AZ00723,"Phoenix, AZ",718216,5803,91,477,2898,2337,12,807.97,12.67,66.41,403.5,325.39
1979,PAPPD00,"Pittsburgh, PA",439407,4649,68,263,1566,2752,12,1058.02,15.48,59.85,356.39,626.3
1979,OR02602,"Portland, OR",406525,4558,39,435,2297,1787,12,1121.21,9.59,107,565.03,439.58
1979,MD01721,"Prince George's County, MD",559514,4538,48,346,1868,2276,12,811.06,8.58,61.84,333.86,406.78
1979,NC09201,"Raleigh, NC",140285,804,17,46,539,202,12,573.12,12.12,32.79,384.22,143.99
1979,CA03404,"Sacramento, CA",274300,3212,44,219,1309,1640,12,1170.98,16.04,79.84,477.21,597.89
1979,UT01803,"Salt Lake City, UT",180189,1119,18,155,451,495,12,621.01,9.99,86.02,250.29,274.71
1979,TXSPD00,"San Antonio, TX",829138,4088,171,367,1861,1689,12,493.04,20.62,44.26,224.45,203.71
1979,CA03711,"San Diego, CA",829322,5436,96,331,2125,2884,12,655.48,11.58,39.91,256.23,347.75
1979,CA03801,"San Francisco, CA",659176,11041,112,664,3571,6694,12,1674.97,16.99,100.73,541.74,1015.51
1979,CA04313,"San Jose, CA",604993,3236,44,407,1427,1358,12,534.88,7.27,67.27,235.87,224.47
1979,WASPD00,"Seattle, WA",521590,4857,37,421,2328,2071,12,931.19,7.09,80.71,446.33,397.06
1979,MOSPD00,"St. Louis, MO",505451,10774,265,555,4568,5386,12,2131.56,52.43,109.8,903.75,1065.58
1979,NY05101,"Suffolk County, NY",1165851,3023,26,178,1708,1111,12,259.3,2.23,15.27,146.5,95.3
1979,FL02902,"Tampa, FL",277203,4206,37,308,2549,1312,12,1517.3,13.35,111.11,919.54,473.3
1979,AZ01003,"Tucson, AZ",315978,2029,14,184,1134,697,12,642.13,4.43,58.23,358.89,220.58
1979,OK07205,"Tulsa, OK",343258,2326,44,196,1435,651,12,677.62,12.82,57.1,418.05,189.65
1979,VA12800,"Virginia Beach, VA",244308,530,10,74,258,188,12,216.94,4.09,30.29,105.6,76.95
1979,DCMPD00,"Washington, DC",656000,10553,180,489,2964,6920,12,1608.69,27.44,74.54,451.83,1054.88
1979,KS08703,"Wichita, KS",273559,1456,32,147,609,668,12,532.24,11.7,53.74,222.62,244.19
1979,,United States,,1208030,21460,,,,,548.9,9.8,,,
1980,NM00101,"Albuquerque, NM",328837,2810,49,217,1630,914,12,854.53,14.9,65.99,495.69,277.95
1980,TX22001,"Arlington, TX",161192,806,7,72,531,196,12,500.02,4.34,44.67,329.42,121.59
1980,GAAPD00,"Atlanta, GA",422474,11075,201,671,5470,4733,12,2621.46,47.58,158.83,1294.75,1120.31
1980,CO00101,"Aurora, CO",158249,1278,10,95,822,351,12,807.59,6.32,60.03,519.43,221.8
1980,TX22701,"Austin, TX",343425,1723,43,237,765,678,12,501.71,12.52,69.01,222.76,197.42
1980,MD00301,"Baltimore County, MD",651337,5774,26,184,4356,1208,12,886.48,3.99,28.25,668.78,185.46
1980,MDBPD00,"Baltimore, MD",784554,16571,216,560,5775,10020,12,2112.16,27.53,71.38,736.09,1277.16
1980,MA01301,"Boston, MA",562582,12478,92,484,4376,7526,12,2217.99,16.35,86.03,777.84,1337.76
1980,NY01401,"Buffalo, NY",357384,3833,61,297,1561,1914,12,1072.52,17.07,83.1,436.79,535.56
1980,NC06001,"Charlotte, NC",310794,2759,60,145,1868,686,12,887.73,19.31,46.65,601.04,220.72
1980,ILCPD00,"Chicago, IL",2986419,28658,863,1329,10205,16261,12,959.61,28.9,44.5,341.71,544.5
1980,OHCIP00,"Cincinnati, OH",383114,3930,48,353,1843,1686,12,1025.8,12.53,92.14,481.06,440.08
1980,OHCLP00,"Cleveland, OH",572657,11466,265,703,3696,6802,12,2002.25,46.28,122.76,645.41,1187.8
1980,OHCOP00,"Columbus, OH",562416,5130,87,460,1359,3224,12,912.14,15.47,81.79,241.64,573.24
1980,TXDPD00,"Dallas, TX",900104,12681,319,1121,6258,4983,12,1408.84,35.44,124.54,695.25,553.6
1980,CODPD00,"Denver, CO",489318,5520,99,704,2351,2366,12,1128.1,20.23,143.87,480.46,483.53
1980,MI82349,"Detroit, MI",1197325,23288,547,1313,7999,13429,12,1945,45.69,109.66,668.07,1121.58
1980,TX07102,"El Paso, TX",425122,2811,54,218,1711,828,12,661.22,12.7,51.28,402.47,194.77
1980,VA02901,"Fairfax County, VA",568736,995,21,95,376,503,12,174.95,3.69,16.7,66.11,88.44
1980,TX22012,"Fort Worth, TX",382679,4693,106,338,1963,2286,12,1226.35,27.7,88.32,512.96,597.37
1980,CA01005,"Fresno, CA",215396,2369,49,193,895,1232,12,1099.83,22.75,89.6,415.51,571.97
1980,HI00200,"Honolulu, HI",762020,2456,65,264,398,1729,12,322.3,8.53,34.64,52.23,226.9
1980,TXHPD00,"Houston, TX",1557575,13499,524,1264,2530,9181,10,866.67,33.64,81.15,162.43,589.44
1980,INIPD00,"Indianapolis, IN",698753,4453,107,410,1743,2193,12,637.28,15.31,58.68,249.44,313.84
1980,FL01602,"Jacksonville, FL",542795,4848,70,414,2733,1631,12,893.15,12.9,76.27,503.51,300.48
1980,MOKPD00,"Kansas City, MO",446865,7013,132,518,3474,2889,12,1569.38,29.54,115.92,777.42,646.5
1980,NV00201,"Las Vegas, NV",385396,4421,92,291,1402,2636,12,1147.13,23.87,75.51,363.78,683.97
1980,CA01941,"Long Beach, CA",356906,4634,82,288,1483,2781,12,1298.38,22.98,80.69,415.52,779.2
1980,CA01900,"Los Angeles County, CA",1020111,12593,201,728,7732,3932,12,1234.47,19.7,71.36,757.96,385.45
1980,CA01942,"Los Angeles, CA",2952511,51447,1010,2813,21987,25637,12,1742.48,34.21,95.27,744.69,868.31
1980,KY05680,"Louisville, KY",,,,,,,,,,,,
1980,TNMPD00,"Memphis, TN",644957,6898,152,788,2112,3846,12,1069.53,23.57,122.18,327.46,596.32
1980,AZ00717,"Mesa, AZ",149662,812,10,62,547,193,12,542.56,6.68,41.43,365.49,128.96
1980,FL01300,"Miami-Dade County, FL",774491,12429,212,533,5986,5698,12,1604.8,27.37,68.82,772.89,735.71
1980,FL01306,"Miami, FL",335718,11474,220,325,4039,6890,12,3417.75,65.53,96.81,1203.09,2052.32
1980,WIMPD00,"Milwaukee, WI",633845,3310,74,213,1227,1796,12,522.21,11.67,33.6,193.58,283.35
1980,MN02711,"Minneapolis, MN",370163,3917,36,373,1241,2267,12,1058.18,9.73,100.77,335.26,612.43
1980,MD01604,"Montgomery County, MD",519381,1433,16,144,475,798,12,275.91,3.08,27.73,91.46,153.64
1980,TN01901,"Nashville, TN",452025,3634,87,295,1225,2027,12,803.94,19.25,65.26,271,448.43
1980,NY02900,"Nassau County, NY",1049118,1462,20,28,488,926,12,139.36,1.91,2.67,46.52,88.26
1980,LANPD00,"New Orleans, LA",557761,8172,218,588,2719,4647,12,1465.14,39.08,105.42,487.48,833.15
1980,NY03030,"New York City, NY",7035348,149549,1812,3711,43476,100550,12,2125.68,25.76,52.75,617.97,1429.21
1980,NJNPD00,"Newark, NJ",330104,11270,163,546,3716,6845,12,3414.08,49.38,165.4,1125.71,2073.59
1980,CA00109,"Oakland, CA",338721,7536,132,434,2722,4248,12,2224.84,38.97,128.13,803.61,1254.13
1980,OK05506,"Oklahoma City, OK",401577,3734,72,337,2074,1251,12,929.83,17.93,83.92,516.46,311.52
1980,NB02802,"Omaha, NE",312919,1983,38,213,679,1053,12,633.71,12.14,68.07,216.99,336.51
1980,FL04804,"Orlando, FL",127811,2350,17,190,1401,742,12,1838.65,13.3,148.66,1096.15,580.54
1980,PAPEP00,"Philadelphia, PA",1681175,17299,436,937,5043,10883,12,1028.98,25.93,55.73,299.97,647.34
1980,AZ00723,"Phoenix, AZ",772884,7020,103,485,3395,3037,12,908.29,13.33,62.75,439.26,392.94
1980,PAPPD00,"Pittsburgh, PA",424205,5120,50,299,1519,3252,12,1206.96,11.79,70.48,358.08,766.61
1980,OR02602,"Portland, OR",364419,4957,46,364,2298,2249,12,1360.25,12.62,99.89,630.59,617.15
1980,MD01721,"Prince George's County, MD",556147,5194,53,383,1870,2888,12,933.93,9.53,68.87,336.24,519.29
1980,NC09201,"Raleigh, NC",148429,784,12,64,448,260,12,528.2,8.08,43.12,301.83,175.17
1980,CA03404,"Sacramento, CA",274547,3221,45,217,1355,1604,12,1173.21,16.39,79.04,493.54,584.24
1980,UT01803,"Salt Lake City, UT",162985,1132,16,140,448,528,12,694.54,9.82,85.9,274.87,323.96
1980,TXSPD00,"San Antonio, TX",788049,4265,164,362,1997,1742,12,541.21,20.81,45.94,253.41,221.05
1980,CA03711,"San Diego, CA",874826,6189,103,362,2738,2986,12,707.45,11.77,41.38,312.98,341.33
1980,CA03801,"San Francisco, CA",674150,12710,110,759,4314,7527,12,1885.34,16.32,112.59,639.92,1116.52
1980,CA04313,"San Jose, CA",628106,3788,62,479,1533,1714,12,603.08,9.87,76.26,244.07,272.88
1980,WASPD00,"Seattle, WA",491897,5201,63,512,2373,2253,12,1057.34,12.81,104.09,482.42,458.02
1980,MOSPD00,"St. Louis, MO",450790,10983,225,392,4428,5938,12,2436.39,49.91,86.96,982.28,1317.24
1980,NY05101,"Suffolk County, NY",1158917,2967,43,169,1407,1348,12,256.01,3.71,14.58,121.41,116.32
1980,FL02902,"Tampa, FL",268709,5089,44,348,2820,1877,12,1893.87,16.37,129.51,1049.46,698.53
1980,AZ01003,"Tucson, AZ",331506,2584,38,174,1717,655,12,779.47,11.46,52.49,517.94,197.58
1980,OK07205,"Tulsa, OK",355766,2715,36,251,1630,798,12,763.14,10.12,70.55,458.17,224.3
1980,VA12800,"Virginia Beach, VA",260680,530,11,105,204,210,12,203.31,4.22,40.28,78.26,80.56
1980,DCMPD00,"Washington, DC",635233,12772,200,439,3236,8897,12,2010.6,31.48,69.11,509.42,1400.59
1980,KS08703,"Wichita, KS",279352,1823,32,202,763,826,12,652.58,11.46,72.31,273.13,295.68
1980,,United States,,1344520,23040,,,,,596.6,10.2,,,
1981,NM00101,"Albuquerque, NM",336840,2985,45,213,1620,1107,12,886.18,13.36,63.23,480.94,328.64
1981,TX22001,"Arlington, TX",167848,699,12,102,373,212,12,416.45,7.15,60.77,222.22,126.3
1981,GAAPD00,"Atlanta, GA",435626,10608,181,644,5246,4537,12,2435.12,41.55,147.83,1204.24,1041.49
1981,CO00101,"Aurora, CO",162900,1437,10,76,992,359,12,882.14,6.14,46.65,608.96,220.38
1981,TX22701,"Austin, TX",357607,1545,39,263,574,669,12,432.04,10.91,73.54,160.51,187.08
1981,MD00301,"Baltimore County, MD",662025,6127,32,191,4510,1394,12,925.49,4.83,28.85,681.24,210.57
1981,MDBPD00,"Baltimore, MD",797429,17737,228,565,6229,10715,12,2224.27,28.59,70.85,781.14,1343.69
1981,MA01301,"Boston, MA",566679,14071,100,531,4192,9248,12,2483.06,17.65,93.7,739.75,1631.96
1981,NY01401,"Buffalo, NY",359167,3341,25,229,1353,1734,10,930.21,6.96,63.76,376.7,482.78
1981,NC06001,"Charlotte, NC",316503,3166,51,198,2143,774,12,1000.31,16.11,62.56,677.09,244.55
1981,ILCPD00,"Chicago, IL",3012703,25609,877,1255,7359,16118,12,850.03,29.11,41.66,244.27,535
1981,OHCIP00,"Cincinnati, OH",383441,3892,43,289,1804,1756,12,1015.02,11.21,75.37,470.48,457.96
1981,OHCLP00,"Cleveland, OH",573145,12429,233,621,3754,7821,12,2168.56,40.65,108.35,654.98,1364.58
1981,OHCOP00,"Columbus, OH",562896,5263,91,396,1420,3356,12,934.99,16.17,70.35,252.27,596.2
1981,TXDPD00,"Dallas, TX",937273,12749,298,1121,5928,5402,12,1360.22,31.79,119.6,632.47,576.35
1981,CODPD00,"Denver, CO",503695,5085,100,471,2111,2403,12,1009.54,19.85,93.51,419.1,477.07
1981,MI82349,"Detroit, MI",1193805,23176,502,1229,6648,14797,12,1941.36,42.05,102.95,556.87,1239.48
1981,TX07102,"El Paso, TX",442677,3510,35,205,2399,871,12,792.9,7.91,46.31,541.93,196.76
1981,VA02901,"Fairfax County, VA",579696,934,14,99,288,533,11,161.12,2.42,17.08,49.68,91.94
1981,TX22012,"Fort Worth, TX",398482,4946,113,435,2086,2312,12,1241.21,28.36,109.16,523.49,580.2
1981,CA01005,"Fresno, CA",221129,2158,33,155,868,1102,12,975.9,14.92,70.09,392.53,498.35
1981,HI00200,"Honolulu, HI",773331,1965,40,265,340,1320,12,254.1,5.17,34.27,43.97,170.69
1981,TXHPD00,"Houston, TX",1621897,10274,497,967,1917,6893,9,633.46,30.64,59.62,118.19,425
1981,INIPD00,"Indianapolis, IN",461820,4539,65,400,1880,2194,12,982.85,14.07,86.61,407.09,475.08
1981,FL01602,"Jacksonville, FL",575157,5634,89,410,2795,2340,12,979.56,15.47,71.28,485.95,406.85
1981,MOKPD00,"Kansas City, MO",450211,7714,115,429,3935,3235,12,1713.42,25.54,95.29,874.03,718.55
1981,NV00201,"Las Vegas, NV",406915,4648,106,310,1454,2778,12,1142.25,26.05,76.18,357.32,682.7
1981,CA01941,"Long Beach, CA",366405,4579,74,307,1270,2928,12,1249.71,20.2,83.79,346.61,799.12
1981,CA01900,"Los Angeles County, CA",1047260,12059,183,664,6956,4256,12,1151.48,17.47,63.4,664.21,406.39
1981,CA01942,"Los Angeles, CA",3031090,52818,879,2666,21121,28152,12,1742.54,29,87.96,696.81,928.77
1981,KY05680,"Louisville, KY",,,,,,,,,,,,
1981,TNMPD00,"Memphis, TN",654096,7056,133,760,2071,4092,12,1078.74,20.33,116.19,316.62,625.6
1981,AZ00717,"Mesa, AZ",153941,741,1,51,546,143,12,481.35,0.65,33.13,354.68,92.89
1981,FL01300,"Miami-Dade County, FL",822971,12755,254,570,6405,5526,12,1549.87,30.86,69.26,778.28,671.47
1981,FL01306,"Miami, FL",356734,11211,210,382,4423,6196,12,3142.68,58.87,107.08,1239.86,1736.87
1981,WIMPD00,"Milwaukee, WI",641715,3424,71,290,1257,1806,12,533.57,11.06,45.19,195.88,281.43
1981,MN02711,"Minneapolis, MN",372784,3883,28,367,1192,2296,12,1041.62,7.51,98.45,319.76,615.91
1981,MD01604,"Montgomery County, MD",527903,1716,12,156,676,872,12,325.06,2.27,29.55,128.05,165.18
1981,TN01901,"Nashville, TN",458430,3087,79,363,1051,1594,12,673.39,17.23,79.18,229.26,347.71
1981,NY02900,"Nassau County, NY",1054349,1708,27,37,421,1223,12,162,2.56,3.51,39.93,116
1981,LANPD00,"New Orleans, LA",571771,8121,217,453,2501,4950,12,1420.32,37.95,79.23,437.41,865.73
1981,NY03030,"New York City, NY",7070429,156946,1826,3862,43783,107475,12,2219.75,25.83,54.62,619.24,1520.06
1981,NJNPD00,"Newark, NJ",332746,12320,161,598,3783,7778,12,3702.52,48.39,179.72,1136.9,2337.52
1981,CA00109,"Oakland, CA",347736,7036,118,430,2652,3836,12,2023.37,33.93,123.66,762.65,1103.14
1981,OK05506,"Oklahoma City, OK",414523,4128,65,336,2236,1491,12,995.84,15.68,81.06,539.42,359.69
1981,NB02802,"Omaha, NE",322883,1583,28,186,470,899,12,490.27,8.67,57.61,145.56,278.43
1981,FL04804,"Orlando, FL",135812,2373,25,154,1309,885,12,1747.27,18.41,113.39,963.83,651.64
1981,PAPEP00,"Philadelphia, PA",1686834,17616,362,936,5502,10816,12,1044.32,21.46,55.49,326.17,641.2
1981,AZ00723,"Phoenix, AZ",794983,6319,96,408,3119,2696,12,794.86,12.08,51.32,392.34,339.13
1981,PAPPD00,"Pittsburgh, PA",425632,5983,49,213,1433,4288,12,1405.67,11.51,50.04,336.68,1007.44
1981,OR02602,"Portland, OR",369518,6452,38,403,2939,3072,12,1746.06,10.28,109.06,795.36,831.35
1981,MD01721,"Prince George's County, MD",564424,5571,58,371,1797,3345,12,987.02,10.28,65.73,318.38,592.64
1981,NC09201,"Raleigh, NC",151155,719,11,56,364,288,12,475.67,7.28,37.05,240.81,190.53
1981,CA03404,"Sacramento, CA",281854,3535,53,228,1421,1833,12,1254.2,18.8,80.89,504.16,650.34
1981,UT01803,"Salt Lake City, UT",169383,1268,14,137,530,587,12,748.6,8.27,80.88,312.9,346.55
1981,TXSPD00,"San Antonio, TX",820591,4651,185,376,2255,1835,12,566.79,22.54,45.82,274.8,223.62
1981,CA03711,"San Diego, CA",898109,6594,94,559,2618,3323,12,734.21,10.47,62.24,291.5,370
1981,CA03801,"San Francisco, CA",692092,12011,126,672,3827,7386,12,1735.46,18.21,97.1,552.96,1067.2
1981,CA04313,"San Jose, CA",644823,4122,68,465,1519,2070,12,639.25,10.55,72.11,235.57,321.02
1981,WASPD00,"Seattle, WA",503697,5414,59,485,2526,2344,12,1074.85,11.71,96.29,501.49,465.36
1981,MOSPD00,"St. Louis, MO",454166,10364,265,413,4321,5365,12,2281.99,58.35,90.94,951.41,1181.29
1981,NY05101,"Suffolk County, NY",1164699,1663,21,91,731,820,7,142.78,1.8,7.81,62.76,70.4
1981,FL02902,"Tampa, FL",285530,5674,69,409,2882,2314,12,1987.18,24.17,143.24,1009.35,810.42
1981,AZ01003,"Tucson, AZ",340985,2810,28,163,1747,872,12,824.08,8.21,47.8,512.34,255.73
1981,OK07205,"Tulsa, OK",367234,2678,47,247,1435,949,12,729.24,12.8,67.26,390.76,258.42
1981,VA12800,"Virginia Beach, VA",265704,606,12,93,266,235,12,228.07,4.52,35,100.11,88.44
1981,DCMPD00,"Washington, DC",636000,14468,223,414,3432,10399,12,2274.84,35.06,65.09,539.62,1635.06
1981,KS08703,"Wichita, KS",282465,1729,43,202,668,816,12,612.11,15.22,71.51,236.49,288.89
1981,,United States,,1361820,22520,,,,,593.5,9.8,,,
1982,NM00101,"Albuquerque, NM",344962,2659,26,199,1508,926,12,770.81,7.54,57.69,437.15,268.44
